text,label
"מרגיש שאני נופל יותר ויותר ולא מצליח לעצור, low key ❤️.",1
אני בודקק את הטלפון כל שתי דקות בלי סיבה. אני מרגיש ששאני עומד להתמוטט מרוב לחץ!!,1
מת על הפיצה הזאת אחי 😏...,0
"ביח שהם יזכרו את זה בבחירות הבאות. כן בטח, המוי הזה בטח לא טתייקר שוב בעוד חודש 😏!",0
גבר אף אחד לא שם לב שאני שקט לגמרי בקבוצה 🙌!!,1
"same, גמרי אותו בשש-בש הערב רוף 🥳 🥳",0
כל החברים שלי הפסיקו לדבר איתי פתאום ומ כפרה עליך??,1
"מרגיש בלתי נראה בעיני כולם, fr 🔥!",1
"מרגיש שאני נעלם ואף אחד בכלל לא ישים לב... אף אחד לא שם לב שאני שקט לגמרי בקבוצה, honestly 👍.",1
"אי מרגיש שהכל בשליטה חוץ מהראש שלי, mood 🙌 👌...",1
כאילו למישהו אכפת מה קורה בעבודה שלי ✨!,0
"כמו תמיד, כולם מדברים ואף אחד לא עושה כלום.",0
אני חושב על אלף תרחישיםם רעים ולא מצליח להירגע 🔥!,1
בואו נתכנן ארות ערב משותפת בשבוע הבא.,0
כל בוקר אני קם ולא מבין בשביל מה 🔥,1
"פתחו קבוצה חדשה בלי שאני שם, ראיתי אותה במקרה אחי!",1
"honestly, מרגיש שאני נעללם ואף אחד בכלל לא ישים לב 😎 🙄",1
"אני מנסה מתכון חדש הערב, נראה איך יוצא לול.",0
אף אחד מהכיתה לא בוחר אותי לקבוצה בשום פרויקט חההה 🔥!!,1
היא מתה על החתול החדש שלה hahaha,0
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר 😏",1
מרגיש שאני נפרד מכולם בלי שהם שמים לב אמאלה חח,1
"kinda, לא רוצה להיות נטל על אף אחד יותר.",1
כבר לא רואה סיבה להמשיך ככה 🔥!!,1
אני מפחד לצאת מהבית היום,1
"כמה מפתיע, שוב הרכבת מאחרת, mood 👍?!",0
"חשבתי הרבה על מה יקרה אם פשוט אני אפסיק, fr חההה!!",1
בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום?!,1
"bro, לפני המבחן מחר אני כבר בפאניקה מלאה חחחחח..",1
"כולם צוחקים עליי בקבוצה ואני לא מבין למה ו, fr 🔥",1
"period, אין לי כוח יותר בכלל.",1
כל היום עובר בלי שאף אחד יגיד לי מילה חחחח.,1
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל LOL 😎?!",0
"לא ישנתי כמו שצריך שבועות, פשוט אין לי כוח לכלום!!",1
"אני מרגיש שאני חי במצב של דריכות כל הזמן, kinda?!",1
מרגיש שאני שוקע יותר ויותר ולא רואה יציאה בנאדם??,1
גבר כבר לא זוכר איך מריגש להיות שמח ❤️,1
אני חושב להחליף עבודה בקרוב..,0
"אני מת עליך כבר שנים, אחי הכי טוב שלי חח 👌?!",0
חבר כאילו מישהו קורא תגובות בפייסבוק ברצינות חחח,0
לא באמת אכפת לי ממה שיקרה מחר LOL...,1
מרגיש שאף אחד לא באמת מכיר אותי רוף??,1
כאילו מישהו קורא תגובותבפייסבוק ברצינות!,0
"אמאלה תגידו לכולם שאני אוהב אותם, ליתר ביטחון חההה.",1
בנאדם לא בטוח שאני אהיה כאן בעוד חודש 🙌...,1
לא מזמינים אותי יותר לשום דבר 😂,1
"כתבתי מכתב פרידה ומחקתי אותו כמה פעמים, tbh 🥱",1
הבכי בא לי משום מקום כל הזמן רוף 👍 😅...,1
אין לי ממש למי לספר מה עובר עליי. אין לי ממש חברים לצאת איתם בסופ״ש haha ✨ ❤️...,1
"kinda, גמור לגמרי אחרי המשמרת הזאת, אבל שווה רוף??",0
"so done, לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו 👍?!",1
"נשמהלפני המבחן מחר אני כבר בפאניקה מלאה, tbh",1
"מרגיש בלתי נראה בעיני כולם. מרגיש מנותק מכולם, כאילו אני על אי אחר חחח?!",1
מתחיל להבין שאולי עדיף בלעדיי,1
אולי כדאי שפשוט אני אעלם בשקט??,1
"vibes, אין לי ממש עם מי לחלוק את מה שאני מרגיש חההה...",1
מה דעתך על הסדרה החדשה בנטפליקס haha 😂??,0
אני מרגיש שאני עומד להתמוטט מרוב לחץ. אני מפחד לצאת מהבית היום.,1
כבר הפסקתי לתכנן דברים לעתיד טוב נו!!,1
"קיבלתי היום חבילה שהזממנתי משבוע שעבר, i mean חחחח 👍!",0
"hoestly, כולם מתעלמים ממי בבית ספר כאילו אני לא קיים 🥳 ✨...",1
מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי 🙌...,1
מרגטש שכולם מתחברים חוץ ממני 😂,1
"so done, כאילו מישהו בכלל שם לב לפוליטיקאים האלה... בטח שהמנהל שם יזכור מה שהוא הבטיח ✨?!",0
"מתחיל לפחד מדברים ששבכלל לא הפחידו אותי פעם, omg חח!!",1
כתבתי מכתב פרידה ומחקתי אותו כמה פעמים LOL ❤️??,1
מרגיש שאני היחיד שאין לו עם מי לדבר 🔥,1
כבר לא זוכר איך מרגיש להיות שמח חחחחח...,1
מת על הפיצה הזאת אחי,0
"mood, כל היום עובר בלי שאףף אחד יגיד לי מילה??",1
מישהו ראה את המשחק אתמול בלילה??,0
"קיבלתי היום חבילה שהזמנתי משבוע שעבר, tbh",0
כבר הפקתי לתכנן דברים לעתיד וי,1
"so done, כבר לא כותב תוכניות קדימה כי אין לי למה LOL 😎",1
מת על הפיצה הזאת אחי..,0
"לא ינתי כל הלילה מרוב מחשבות טורדניות, אני חושב על אלף תרחישים רעים ולא מצליח להירגע!!",1
"low key, עוד שנה עוברת ושום דבר לא באמת משתנה, בטח שהתחזית הזו תתאמת, כמו תמיד haha 🤣",0
מתתתי על הצילומים מהטיול טוב נו LOL?!,0
לפני פגישה חשובה אני נכנס לפאניקה טוטאלית hahaha ❤️!,1
"הלב שלי דופק חזק ואני לא מבין למ,ה literally 🙌",1
שמעתי שהם מדברים עליי מאחורי הגב 🔥,1
רצחתי אותו במשחק הלילה hahaha!!,0
יש לי דופק גבוה בלי שום מאמץ פיזי,1
אין לי ממש חברים לצאת איתם בסופ״ש..,1
"התחלתי לתת דדברים שאני אוהב לחברים שלי בלי סיבה, idk",1
אולי כדאי שפשוט אני אעלם בשקט אמאלה LOL?!,1
"same, פשוטט תחושה שכל רגע יכול לקרות משהו נורא",1
היא מתה על החתול החדש שלהה חחח.,0
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעיי. כבר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבות מוזרות",1
לפני שנאי נרדם אני חושב על כל מה שיכול להשתבש.,1
"idk, הוא ממש הרג את זה בהופעה 🥳...",0
עשו לי אנפולואו קבוצתי אחי המריבה ההיא חחחחח,1
אולי פשוט לא כדאי שאני אהיה פה יותר,1
מרגיש בלתי נראה בעיני כולם haha,1
מישהו יודע איפה אפשר להזמין פיה טובה באזור חבר 🙌,0
אחותי כבר לא כותב תוכניות קדימה כי אין לי למה 🥳...,1
כל החברים שלי הפסיקו לדבר איתי פתאום?!,1
אחותי כאילו זה באמת ישנה משהו בסוף!!,0
"no cap, כתבתי לכולם שאני אוהב אותם היום בלי סיבה מיוחדת 👌",1
"so done, הפסקתי לענות להודעות כי פשוט אין לי כוח LOL!!",1
"random af, יש לי פחד מוזר שמשהו רע עומד לקרות וכ!!",1
מרגיש שאני האדם הכי בודד שאני מכיר 😴,1
"הפסקתי לענות להודעות כי פשוט אין לי כוח, literally 🥳.",1
"low kye, יושב בבית לבד כל סופ״ש בזמן שולם יוצאים וכ טוב נו",1
הוציאו אותי מהקבוצה בלי להגיד למה וה...,1
"עוד הבטחה של הממשללה, כאילו זה ישתנה פעם...",0
"לא ישנתי כמו שצריך שבועות, פשוט אין לי כוח לכלום, מרגיש שאני צופה בחיים שלי מבחוץ בלי להיות באמת נוכח.",1
כאילו מישהו בכלל שם לב לפוליטיקאים האלה 🙄?!,0
אין לי ממש עם מי לחלוק את מה שאני מרגיש לול 👌...,1
טוב נו הרגתי את השיעורי בית תוך עשר דקות??,0
יש לי הקתף חרדה בעבודה ולא ידעתי איך להסתיר את זה ומ יא חיים 🥳 😴,1
מה יקרה אם פשוט אחד היממים אני לא אקום בבוקר LL ✨?!,1
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל",0
אני חושב יותר ויותר על זה שלא להיות פה חחח 😎 🙌,1
אוכל צהריים לבד כבר שבוע שלם חחחח...,1
מת על הפיצה הזאת אחי!!,0
"ברור שהמחירים שוב עללו, מתי לא",0
"עשו לי בלוק בכל הקקבוצות בלי הסבר, high keyy חההה",1
אין לי כוח אפילו לדרים הכי בסיססיים..,1
"רצחתי את זה בבחינה, קיבלתי מאה 😂.",0
אף אד לא שם לב שאני שקט לגמי בקבוצה 🙄,1
"מרגיש שאני מתרחק מעצמי בכל יום שעובר, הפסקית לצחוק אפילו מדברים שממש מצחיקים 😏??",1
הלב שלי דופק חזק ואני לא מבין למה וה 🙌...,1
"בטח שהמנהל שם יזכור מה שהוא הבטיח, lol?!",0
"גבר מספיק, אני לא רוצה להילחם בזה יותר לול 👌??",1
"no cap, כל החברים שלי עסוקים ולי אין עם מי לבלותת!!",1
יש לי דופק גבוה בלי שום מאמץ פיזי hahaha,1
הבכי בא לי משום מקום כל הזמן חחח ❤️?!,1
בזמן האחרון אני פשוט לבד ברוב הזמן hhaaha,1
"אמאלה whatever, אןי לי אנרגיהאפילו לדברים שהכי אהבתי חחחחח ✨??",1
"היום ביקשתי סליחה מכולם על הכל, סתם בשביל שיהיה ✨.",1
מרגיש שאני האדם הכי בודד שאני מכיר 🙌!!,1
בכל פעם שאני מנסה להתקרב למישההו זה נגמר בכלום 👌.,1
אין לי מוטיבציה אפילו לקום מהמיטה בבוקר 😎 🤣..,1
יש לי פחד שמשהו רע יקרה מלישהו שאני ואהב?!,1
כבר לא זוכר איך מרגיש להיות שמח hahaha,1
כל אימייל שאני מקבל מהבוס מרגיש כמו איוום קיומי!!,1
"בטח שהתחזית הזו תתאמת, כמו תמיד, ngl 😅.",0
מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי 😴,1
"תשכחו ממני, זה יותר קל ככה 😏??",1
"אני גמור מהיום הזה, כל כך עייף",0
"ברור שהם יידו שזה 'לטובתנו', תמיד ככה ❤️ 😏.",0
"אף אחד לא שם לב שאני נעלם מהקבוצה, ngl!",1
"אין לי חשק לעשות שום דבר, אפילו לא לצאת מהחדר, מרגיש שאני שוקע יותר ויותר ולא רואה יציאה",1
כל אימייל שאני מקבל מהבוס מרגיש כמו איום קיומי טוב נו LOL..,1
כולם צוחקים עליי בקבוצה ואני לא מבין לה גבר 😂?!,1
מסתכל על החיים שליי כאילו הם כבר נגמרו וא,1
"אני האחרון שנשאר בקבוצה שהחברים שלי עזבו בשקט,, not gonna lie חההה..",1
הכל מרגיש כבד ומיותר בזמן האחרון ומ חחח 😂!,1
הפסיקו לענות לי בכלל בלי שום סיבה... מרגיש שאני האחרון שנודע לו על כל אירוע 😎,1
"אני מתלבט אם לקנות רכב חדש או משמש, low key.",0
שמו אותי בצד בטטול הכיתתי כאילו אני לא קיים??,1
מה שלום המשפחה שלך 😏..,0
"צריך לתקן את המזן, מישהו ממליץ על טכני 😏..",0
"מה קורה, מה עשית היום חח.",0
לפני המבחן מחר אני כבר בפאניקה מלאה 👍...,1
"random af, כבר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבות מוזרות בנאדם.",1
"לא באמת אכפת לי ממה שיקרה מחר, like 🙌!",1
"היא הרגה את הריקוד הזה, וואלה מדהימה..",0
"כר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבות מוזרות, like חחחחח",1
הכל מרגיש כבד ומיותרר בזמן האחרון יא חיים?!,1
אני לא מצליח לנשום כאילו העולם נופל עליי LOL,1
לא בטוח שאני אהיה כאן בעוד חודש גבר,1
"אני מסיים דברים שהתחלתי, בשביל שקט נפשי 👍?!",1
"same, אני חושב יותר ויותר על זה שלא להיות פה!!",1
אני חושב יותר ויותר על זה שלא להיות פה.,1
מרגיש שחולם מתרחקים ממני בכוונה בנאדם חחח 😂?!,1
"כבר לא נהנה משום דבר בחיים שלי, i mean אחותי חחח 😏!!",1
כל דבר מרגיש קשה מנשוא בזמן האחרון,1
הוא ממש הרג את זה בהופעה!,0
יורד גשם בטירוף בחוץ עכשיו!,0
כל החברים שלי הפסיקו לדבר איתי פתאום אחי רוף?!,1
אני מרגיש שהעולם מתקרב עליי ואין לי לאן לברוח!,1
יש לי פחד שמשהו רע יקרה למישהו שאני אוהב וא חחחחח 😎!!,1
מה תהוכניות שלך לסופ״ש!!,0
"אה כן,, בטח שהפעם זה יהיה שונה וכ.",0
הלב שלי דופק חזק ואני לא מבין למה 🥱.,1
מרגיש שכולם ממשיכים הלאה חוץ ממני חחחחח!,1
"אולי זה יהיה יותר טוב לכולם ככה, lol ✨ 🥳!!",1
"אני גמור מצחוק מהתגובות בפוסט, מתים על המסעדה החדשה שנפתחה ליד הבית, period 🙄??",0
"לא נשאר לי כמעט אף אחד לדבר איתו, whatever",1
לא מזמינים אותי יותר לשום דבר!!,1
יש לי דופק גבוה בלי שום מאמץ פיזי. מתחיל לפחד מדברים שבכלל לא הפחידו אותי פעם 🥱,1
"חבר chil,l לפני פגישה חשובה אני נחנס לפאניקה טוטאלית... אני מרגיש שהכל בשליטה חוץ מהראש שלי!!",1
בכל אירוע אני מוצא את עצמי לבד בפינה 👌!!,1
"אני לא מצליח להירגע אפילו כשהכל בסדר, מתחיל לפחד מדברים שבכלל לא הפחידו אותי פעם, omg רוף.",1
מרגיש שהם עשו לי חרם בלי להגיד כלום,1
מרגיש כאילו יש ענן שחור מעליי כל הזמן חח...,1
"עוד ישיבת צוות שיכלה להיות מייל של שתי שורות, ברור שהפגישה תתחיל באיחור, כרגיל גבר",0
כל החברים שלי הפסיקו לדבר איתי פתאום. לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו 😅.,1
"חבר כתבתי הכל ביומן, למקרה שמישהו ירצה לדעת למה 🤣 🙄..",1
הכל מרגיש כבד ויותר בזמן האחרון 👌.,1
מרגיש שאני נפרדמכולם בלי שהם שמים לב,1
"אני מנסה מתכון חדש הערב, נראה איך יוצא??",0
"low key, לא הצלחתי להתקלח כבר כמה ימים, פשוט אין כוח",1
"קניתי נעליים חדשות היום, ממש נוחות, אני חושב להחליף עבדה בקרוב רוף.",0
"tbh, אין לי ממש עם מי לחלוק את מה שאני מרגיש לול!!",1
"mood, בטח שהחדשות הפעם אמינות, כרגיל!",0
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי וואלה hahaha!!",1
בכל אירוע אני מוצא את עצמי לבד בפינה כפרה עליך!,1
אני מרגיש שאני עומד להתמוטט מרוב לחץ רוף,1
יש לי דופק גבוה בלי שום מאמץ פיזי רוף?!,1
נשמה אני כבר לא בטוח שיש טעם להמשיך להתאאמץ 👌?!,1
"kinda, מרגיש שאני היחיד שאין לו עם מי לדבר וכ 😅",1
כאילו מישהו בכלל שם לב אם אני מגיב לפוסט הזה...,0
גבר מהשלום המשפחה שלך...,0
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי 🥳 😎??",1
אני לא מצליח להתרכז כי הלב שלי פשוט לא נרגע 🥳 🥱..,1
"לא נשאר לי כמעט אף אחד לדבר איתו, ngl",1
הלב שלי דופק חזק ואני לא מבין למה,1
ראיתי סרט ממש טוב אתמול בלילה!!,0
כפרה עליך מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי!,1
אני מבלה כל ערב מול המסך כי אין לי עם מי לצאת,1
בואו נתכנן ארוחת ערב משותפת בשבוע הבא חחחח,0
מרגיש שכל הכיתה נגדי בזמן האחרון חחחח!!,1
מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר חחחח,1
כל החברים שלי עסוקים ולי אין עם מי לבלות חההה.,1
מישהו יודע באיזה קו אוטובוס מגיעים למרכז 😏 🥳...,0
יא חיים בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום חחח.,1
"i mean, העולם ממש הולך להשתפר, בטח חהה??",0
"אין לי כוח יותר בכלל... נותן את החפצים שלי לאנשים כי ממילא לא אצטרך אותם, same חההה..",1
אני מרגיש שהראש שלי לא מפסיק לרוץ. אני לא מצליח להירגע אפילו כשהכל בסדר..,1
"טוב נו כל בוקר אני קם עם הרגשה שמשהו נורא עומד לקרות, אני מפחד לצאת מהבית היום חחחחח",1
"כפרה עליך ץשכחו ממני, זה יותר קל ככה!!",1
רק רציתי להגיד תודה למי שהיה שם בשבילי 😂,1
מישהו רוצהה לבוא איתי לחדר בריחה בוף השבוע?!,0
אתם לא תצטרכו לדאוג לי בקרוב חההה,1
כאילו מישהו קורא את ההתנאים לפני שהוא לוחץ אישור 👌.,0
"לפני שאני נרדם אני חושב על כל מה שיכול להשתבש, אני בודק את הטלפון כל שתי דקות בלי סיבה...",1
"קניתי נעליים חדשות היום, ממש נוחות רוף",0
אני מרגיש שהעולם מתקרב עליי ואין לי לאן לברוח טוב נו..,1
אני מפחד לצאת מהבית היום חחחחח 🥳??,1
"מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי, כל החברים שלי הפסיקו לדבר איתי פתאום אמאלה?!",1
אוכל צהריים לבד כבר שבוע שלם. אין לי ממש למי לספר מה עובר עליי haha,1
אני מפחד לצאת מהבית היום 😴 🙌,1
מתחיל לפחד מדברים שבכלל לא הפחידו אותי פעם 😅,1
"מישהו יודע מה השעות של הספרייה היום, like haha!!",0
"ngl, אני גמור מהיום הזה, כל כך עייף",0
"low key, הכל מרגיש כמו סוף של משהו ואני לא בטוח שאני רוצה שיהיה אחרת 👌",1
"לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו, like!",1
אחי לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו,1
יש לי הרגשה שזו הפעם האחרונה שאני כותב לכםם ככה 🤣?!,1
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר",1
"אין לי ממש עם מי לחלוק את מה שאני מרגיש, כולם בקבווצה הזוגית ואי עדיין לבד בכל אירוע...",1
צרחתי אותו במשחק הלילה,0
יש לי התקף חרדה בעבודה ולא ידעתי איך להסתיר את זה 😅...,1
אף אחד לאכתתב לי כבר שבועיים 😴,1
נאי האחרון שנשאר בקבוצה שהחברים שלי עזבו בשקט אחותי חחח 😎,1
"תשכחו ממני, זה יותר קל ככה 🤣??",1
כבר לא נהנה משום דבר בחיים שלי?!,1
"מרגיש שאני שוקע יותר ויותר ולא רואה יציאה, vibes..",1
אמאלה אין טעם בכלום כבר תקופה ארוכה,1
חשבתי הרבה על מה יקרה אם פשוט אני אפסיק ✨!!,1
"אני מת על השף הזה, הכל שהוא מבשל מדהים 🥱 👍.",0
הוציאו אותי מהקבוצה בלי להגיד למה... לא הזמינו אותי ליום הולדת למרות שכולם הוזמנו??,1
אני בודק את הטלפון כל שתי דקות נלי סיבה!!,1
טוב נו אף אחד לא ענה לי כשביקשתי עזרה בפרויקט קבוצתי,1
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי 😅??",1
"כמה מפתיע, שוב הרכבתמאחרת?!",0
בנאםד אני גמיע לכיתה ומיד מתחיל לרעוד 👌?!,1
"רצחתי אותו במשחק הלילה, chill 🥳!",0
אני חושב יותר ויותר על זהשלא להיות פה 😎!!,1
חבר כאילו מישהו בכלל שם לב לפוליטיקאים האלה... בטח שהם יזכרו את זה בבחירות הבאות?!,0
לא באמת אכפת לי ממה שיקרה מחר. מסתכל על החיים שלי כאילו הם כבר נגמרו 🔥,1
אולי פשטו לא כדאי שאני אהיה פה יותר.,1
"קניתי נעליים חדשות היום, ממש נוחות, random af 🔥",0
בטח שהמנהל שם יזכור מה שהוא הבטיח 😎?!,0
"אם מחר לא אענה, אלתדאגו יותר מדי חחחחח 🔥??",1
"אחי אני מסיים דברים שהתחלתי, בשביל שקט נפשי, period?!",1
הם עושים כאילו אני אוויר כשאני נכנס לחדר?!,1
מרגיש בלתי נראה בעיני כולם לול 🥳 😏?!,1
"אחותי מרגיש שאני סוחב את עצמי כל יום כמו משא. כבר לא אוכל כמו שצריך, פשוט אין תיאבון??",1
אני ישן כל היום ועדיין מרגיש עייף לול 🤣 😎!!,1
"לא מזמינים אותי יותר לשום דבר, anyway 👍.",1
כולם מתעלמים ממני בבית ספר כאילו אני לא קיים גבר??,1
כל החברים שלי עסוקים ולי אין עם מי לבלות לול ❤️!!,1
"אני מבלה כל ערב מול המסך כי אין לי עם מי לצאת, idk ✨",1
יש לי גוש בבטן כל הזמן מרוב דאגה... יש לי פחד מוזר שמשהו רע עומד לקרות hahaha,1
לא ישנתי כל הלילה מורב ממחשבות טורדניות וה 👍,1
אני חושב יותר ויותר על זה שלא להיות פה haha 😴 😏.,1
רק רציתי להגיד תודה לימ שהיה שם בשבילי רף,1
"אני מסיים דברים שהתחלתי, בשביל שקט נפשי, כתבץי מכתב פרידה ומחקתי אותו כמה פעמים",1
אין לי ממש עם מי לחלוק את מה שאני מרגיש אחותי,1
אין לי כוח אפילו לדברים הכי בסיסיים וה בנאדם 😎!,1
מתים על המסעדה החדשה שנפתחה לדי הבית. הוא ממש הרג את זה בהופעה אמאלה ❤️!,0
אחותי אין לי כוח יותר בכלל 😴??,1
בטח שהמנהל שם יזכור מה שהוא הבטיח!!,0
"אני מת על הפרק האחרון, כתבו את זה מושללם 👌...",0
עשיתי סידורים כל הבוקר ועוד לא סיימתי טוב נו,0
"idk, אני לא מצליח להירגע אפילו כשהכל בסדר. פשוט תחושה שכל רגע יכול לקרות משהו נורא 👌 ✨",1
טוב נו מת על הזמר הזה מהאלבום החדש חההה...,0
מתתי מצחוק מהסרטון הזה 🙌?!,0
מרגיש שאני נעלם ואף אחד בכלל לא ישים לב חחחח,1
"i mean, מתתי מצחוק מהסרטון הזה...",0
"not gonna lie, מרגיש שהם עשו לי חרם בלי להגיד כלום ❤️...",1
עברתי דירה חדשה ואין לי אף אחד להכיר פה חחחח,1
"אמאלה הכל מרגיש כבד ומיותר בזמן האחרון, אני עצוב כבר שבועות בלי שום סיבה ברורה 👍??",1
אני מגעי לכיתהומיד מחיל לרעוד... המחשבות הרעות פשוט לא נותנות לי מנוחה נשמה 😅??,1
אני גמור מהבחינה הזו מחר..,0
"honestly, אי אפשר להירגע, המחשבות פשוט לא נעצרות..",1
עשיתי סידורים כל הבוקר ועוד לא סיימתי כפרה עליך 🔥,0
מרגיש שהחברים שלי שכחושאני קיים חח 👌 😎,1
"אני גמור, קמתי בשש בבוקר בשביל הטיסה הזאת וא טוב נו חההה 👌??",0
"כל יום מרגיש בדיוק כמו קודם, אפור ומיותר חחח..",1
יש לי פחד שמשהו רע יקרה למישהו שאני אוהב וי haha!,1
יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה 😴,1
כל החברים שלי הפסיקו לדבר איתי פתאום חחחחח!,1
"כל היום עובר בלי שאף אחד יגיד לי מילה, low key 😅...",1
כאילו מישהו קורא תגובות בפייסבוק ברצינות אחי 😅??,0
מה התוכניות שלך לסופ״ש 🔥..,0
יא חיים אני מרגיש חנוק כל פעם שיש עומס בלח הזמנים?!,1
אחי אני חושב לעבור דירה בקרוב לול 😎...,0
"עוד הבטחה של הממשלה, כאילו זה ישתנה פעם?!",0
"מישהו יודע מה השעות של הספרייה היום, anyway ✨..",0
לא בטוח שאני רוצה להיות פה מחר יא חיים!,1
"יש לי התקף חרדה בעבודה ולא ידעתי איך להסתיר את זה, כל אימייל שאני מקבל מהבוס מרגיש כמו איום קיומי.",1
אני חושב לעבור דריה בקרוב חההה 👌..,0
גבר אני מתלבט אם לקנות רכב חדש או משומש,0
לא באמת אכפת לי ממה ששיקרה מחר ✨.,1
"אם מחר לא אענה, אל תדאגו יותר מדי!!",1
כולם בקבוצה עזבו אותי בלי הסבר..,1
יושב לבד בהפסקות שוב היוםםם 🙌,1
כל הלילה יושב לבד בחדדר בלי אף אחד לדבר איתו 🥳,1
אני חושב להחליף עבודה בקרוב. ראיתי סרט ממש טוב אתמול בלילה 😅.,0
"כמה מפתיע, שוב הרכבת מאחרת",0
כפרה עליךיושב ללבד בהפסקות שוב היום. עברתי דירה חדשה ואין לי אף אחד להכיר פה 😅!!,1
"פתחו קבוצה חדשה בלי שאני שם, ראיתי אותה במקרה... מרגיש שכולם מתחברים חוץ ממני, like haha.",1
יש לי גוש בבטן כל הזמן מרב דאגה אחותי 🥳??,1
מרגיש שאף אחד לא באמת מכיר אתוי ✨ 🙄!,1
מישהו יודע איפה אפשר להזמין פיצה טובה באזור haha??,0
גבר כבר הפסקתי לתכנן דברים לעתיד ❤️??,1
"אולי כדאי שפשוט אני אעלם בשקט, מתחיל להבין שאולי עדיף בלעדיי?!",1
מתתי על הצילומים מהטיול...,0
כאילו אני מדבר לקיר כל פעם שאני כתב למישהו. בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום 😅!,1
"בנאדם honestly, אף אחד לא שם לב שאני שקט לגמרי בקבוצה 👌",1
חשבתי הרבה על מה יקרה אם פשוטט אני אפסיק כפררה עליך..,1
מריש שאינ נעלם ואף אאחד בלל לא ישים לב 😂..,1
כל בוקר אני קם ולא מבין בשביל מה חההה..,1
מה שלום המשפחה שלך...,0
"ברור אהם יגידו שזה 'לטובתנו', תמיד ככה 🥳?!",0
המחשבות הרעות פשוט לא נותנות לי מנוחה 😅!,1
"high key, אני האחרון שנשאר בקבוצה שהחברים שלי עזבו בשקט אמאלה 👌?!",1
"כל יום מרגיש בדיוק כמו קודם, אפור ומיותר וואלה 🥳.",1
אין לי כוח יותר בכלל,1
"בנאדםם bro, פשוט רוצה שזה כבר ייגמר??",1
"lol, עשיתי סידורים כל הבוקר ועוד לא סיימתי!",0
"omg, כתבתי לכולם שאני אוהב אותם היום בלי סיבה מיוחדת LOL...",1
מרגיש שאני נעלם ואף אחד בכלל לא ישים לב,1
"אני לא אראה אתכם יותר, lol חההה!",1
אין לי ממש למי לספר מה עובר עליי לול 🥱...,1
"רצחתי את המבחן הזה, היה קל... היא מתה על השמלה הזאת, קנתה מיד??",0
"honestly, אנני עומד לפני האירוע ובטן שלי כבר קשורה בקשר רוף",1
יש לי התקף חרדה בעבודה ולא ידעתי איך להסתיר את זה וואלה,1
"אם לא תשמעו ממני, תדעו שניסיתי כמה שיכולתי חח",1
"מרגיש שאני נופל יותר ויותר ולא מצליח לעצור, omg",1
"random af, לא בטוח שאני רוהצ להיות פה מחר",1
אני צריך לקנות מתנה ליום הולדת של אחי אחי??,0
אני עומד לפני האירוע ובטן שלי כבר קשורה בקשר... הבטן שלי מתהפכת כל פעם שיש לי משהו חדא לעשות ✨!,1
"אני מת על השף הזה, הכל שהוא מבשל מדהים, הוא הרג אותי בבדיחה הזאת רוף 🙄...",0
"כפרה עליך אם מחר לא אענה, אל תדאגו יותר מדי!",1
מתחיל להבין שאולי עדיף בלעדיי haha...,1
"like, הפסקתי לענות להודעות כי פשוט אין לי כוח",1
מרגיש שאין לי אף אחד לתקשר אליו כשקשה לי לול 😂!!,1
מחקו אותי מהצ׳אט הכיתתי בלי שאני יודע למה 😎,1
אני כבר לא בטוח שיש טעם להמשיך להתאמץ. כבר הפסקתי לתכנן דברים לעתיד 👌,1
אחותי עוד שנה עוברת ושום דבר לא באמת משתנה,0
"אני מסיים דברים שהתחלתי, בשביל שקט נפשי... כבר הפסקתי לתכנן דברים לעתיד 🙄",1
אני מגיע לכיתה ומיד מתחיל לרעוד ול נשמה...,1
"בטח שתהחזית הזו תתאמת, כומ תמיד??",0
חאי אף אחד לא היה שואל אם הייתי נעלם ליום שלם,1
